id,reference,status,title.en,secretariat.id,secretariat.acronym,creationDate,scope.en,parentId,childrenId,pMembers.id,pMembers.acronym,oMembers.id,oMembers.acronym,committeeLiaisons.id,committeeLiaisons.reference,organizationLiaisons.id,organizationLiaisons.acronym,sortKey
45270,ISO/IEC JTC 1/SC 25,Active,Interconnection of information technology equipment,,,1990-01-01,"<strong>              ISO/IEC JTC 1/SC 25 is being supported administratively by IEC.  All information related to ISO/IEC JTC 1/SC 25 is available on the <a href='http://www.iec.ch/dyn/www/f?p=103:7:0::::FSP_ORG_ID:3399' target='_blank'>IEC web site</a></strong>            </p>Standardization of microprocessor systems, interfaces, protocols, architectures and associated interconnecting media for information technology equipment and networks to support embedded and distributed computing environments, storage systems and other input/output components.</p>Standards for home and building electronic systems in residential and commercial environments tosupport interworking devices (IoT-related) and applications such as energy management,environmental control, lighting, and security.</p>Cabling system standards for information and communication technology (ICT), in all types ofresidential, commercial and industrial environments for the design, planning and installation, testprocedures, automated infrastructure management systems and remote powering. </p>NOTE: JTC 1/SC 25 standards reference IEC standards for cables, waveguides and connectors",45020,,,,,,,,[3182],[EC - European Commission],ISO/IEC JTC 001/~SC 025
45306,ISO/IEC JTC 1/SC 27,Active,"Information security, cybersecurity and privacy protection",1511,DIN,1989-10-27,"The development of standards for the protection of information and ICT. This includes generic methods, techniques and guidelines to address both security and privacy aspects, such as: <UL><LI>Security requirements capture methodology; <LI>Management of information and ICT security; in particular information security management systems, security processes, and security controls and services; <LI>Cryptographic and other security mechanisms, including but not limited to mechanisms for protecting the accountability, availability, integrity and confidentiality of information; <LI>Security management support documentation including terminology, guidelines as well as procedures for the registration of security components; <LI>Security aspects of identity management, biometrics and privacy; <LI>Conformance assessment, accreditation and auditing requirements in the area of information security management systems; <LI>Security evaluation criteria and methodology.</UL>SC 27 engages in active liaison and collaboration with appropriate bodies to ensure the proper development and application of SC 27 standards and technical reports in relevant areas",45020,,"[1485, 1511, 1516, 1524, 1529, 1561, 1579, 1619, 1635, 1640, 1644, 1663, 1667, 1674, 1696, 1704, 1711, 1717, 1721, 1734, 1738, 1776, 1794, 1798, 1803, 1815, 1819, 1823, 1835, 1848, 1854, 1897, 1911, 1954, 1994, 1998, 2027, 2031, 2036, 2041, 2045, 2054, 2058, 2064, 2074, 2091, 2101, 2106, 2110, 2172, 2176, 2188, 299538, 308829]","[SABS, DIN, SASO, SA, ASI, NBN, ABNT, SCC, SAC, CYS, ICONTEC, KATS, INTECO, CODINORM, DS, MoIAT-STR, INEN, UNE, EVS, SFS, AFNOR, ILNAS, BIS, BSN, INSO, NSAI, SII, UNI, JISC, CTRM, KEBS, LST, DSM, DGN, SN, NZSO, NEN, DGNTI, INACAL, BPS, PKN, IPQ, ASRO, BSI, SSC, SLSI, SIS, SNV, UNMS SR, SE UkrNDNC, GOST R, ANSI, SIST, SAZ]","[1499, 1520, 1555, 1565, 1569, 1575, 1597, 1603, 1629, 1680, 1747, 1770, 1784, 1788, 1873, 1927, 1931, 1944, 1950, 1982, 2017, 2068, 2120, 2133, 2139, 2149, 2154, 2168, 2182, 2199, 2209, 258872, 288025, 304927, 308796, 308878, 6201376]","[IANOR, IRAM, BELST, IBNORCA, NSI, INDOCAL, BDS, ISBIH, INN, HZN, GSA, ITCHKSAR, MSZT, IST, LIBNOR, MCCAA, IMANOR, MSB, GEOSTM, SON, PSQCA, ASN, TBS, UNMZ, TISI, TTBS, ISRSM, TSE, UNIT, STAMEQ, ISS, PSI, RSB, SWASA, OSN, O'ZTTSA, SKNBS]","[604321, 5383568, 5013818, 6935430, 6794475, 45332, 5383636, 45202, 45316, 7145156, 6266703, 54604, 656906, 313770, 49670, 629121, 48856, 54706, 45086, 6266604, 54960, 45020, 5259148, 47156, 45252, 53650, 53934, 54998, 45072, 10778243, 601355, 45342, 45392, 45144, 45270, 45314]","[ISO/TC 251, ISO/TC 22/SC 31, ISO/IEC JTC 1/SC 40, ISO/PC 317, ISO/IEC JTC 1/SC 42, ISO/IEC JTC 1/SC 31, ISO/TC 22/SC 32, ISO/IEC JTC 1/SC 22, ISO/IEC JTC 1/SC 29, ISO/TC 321, ISO/TC 309, ISO/TC 199, ISO/TC 268, ISO/IEC JTC 1/SC 37, ISO/TC 68/SC 2, ISO/TC 262, ISO/TC 46/SC 11, ISO/TC 204, ISO/IEC JTC 1/SC 7, ISO/TC 307, ISO/TC 215, ISO/IEC JTC 1, ISO/TC 292, ISO/TC 23/SC 19, ISO/IEC JTC 1/SC 24, ISO/TC 171, ISO/TC 176/SC 3, null, ISO/IEC JTC 1/SC 6, ISO/IEC JTC 1/SC 44, ISO/IEC JTC 1/SC 38, ISO/IEC JTC 1/SC 32, ISO/IEC JTC 1/SC 36, ISO/IEC JTC 1/SC 17, ISO/IEC JTC 1/SC 25, ISO/IEC JTC 1/SC 28]","[3182, 9006, 9018, 9270, 9657, 9821, 10147, 10172, 11326, 14677, 309178, 363363, 369769, 371971, 534768, 568068, 597856, 639906, 644890, 661425, 4402326, 5100110, 6412349, 9053183, 9288191, 9500871, 9778136, 10210031]","[EC - European Commission, ETSI, Ecma International, Mastercard, ITU, EPC, IAF, TIA, IEEE, IQNet, ISSEA, Global Platform - Global Platform Inc., CCETT, WEF, IIOA, ISACA, ENISA, Cloud security alliance, DMTF, ISA - Automation, (ISC)2, SBS - Small Business Standards, CalConnect, UNHCR, EUSPA, Eclipse Foundation AISBL, DTSP, TEADAL]",ISO/IEC JTC 001/~SC 027
45314,ISO/IEC JTC 1/SC 28,Active,Office equipment,1835,JISC,1990-02-02,"Standardization of basic characteristics, test methods and other related items of products such as 2D and 3D Printers/Scanners, Copiers, Projectors, Fax and Systems composed of their combinations, excluding such interfaces as user system interfaces, communication interfaces and protocols.",45020,,"[1635, 1663, 1794, 1823, 1835, 1848, 1982, 2027, 2176, 2188]","[SAC, KATS, BIS, UNI, JISC, CTRM, SON, NEN, GOST R, ANSI]","[1485, 1511, 1516, 1520, 1561, 1603, 1738, 1747, 1784, 1798, 1803, 1854, 2041, 2045, 2058, 2064, 2106, 2133, 2139, 2172, 2209]","[SABS, DIN, SASO, IRAM, NBN, ISBIH, AFNOR, GSA, MSZT, BSN, INSO, KEBS, BPS, PKN, ASRO, BSI, SNV, UNMZ, TISI, SE UkrNDNC, ISS]","[52214, 53674, 45020, 53650, 55228, 6483279, 48420, 45306, 48842, 53666]","[ISO/TC 130, ISO/TC 171/SC 2, ISO/IEC JTC 1, ISO/TC 171, null, ISO/IEC JTC 1/SC 41, ISO/TC 42, ISO/IEC JTC 1/SC 27, ISO/TC 46/SC 10, ISO/TC 171/SC 1]","[8928, 9018, 9801, 10228]","[CIE, Ecma International, WMO, ICC - color/couleur]",ISO/IEC JTC 001/~SC 028
45316,ISO/IEC JTC 1/SC 29,Active,"Coding of audio, picture, multimedia and hypermedia information",1835,JISC,1991-08-07,"Standardization in the field of<UL><LI>Efficient coding of digital representations of images, audio and moving pictures, including<UL><LI>Conventional (natural, computer-generated and immersive) images, moving pictures and audio<LI>Invisible light and other sensory (such as medical and satellite) images <LI>Static and dynamic graphic objects</UL><LI>Efficient coding of other digital information, including<UL><LI>Multimedia, environment and user related metadata<LI>Sensor and actuator information related to audiovisual information<LI>Other digital data in agreement with the relevant committee, such as genomics</UL><LI>Digital information support, including<UL><LI>Synchronization, presentation, storage and transport of single or combinations of media <LI>Media security and privacy management<LI>Quality of Experience evaluation and system performance metrics</UL>",45020,,"[1511, 1524, 1529, 1561, 1579, 1619, 1635, 1640, 1663, 1717, 1734, 1738, 1794, 1803, 1815, 1819, 1823, 1835, 1873, 2027, 2045, 2054, 2064, 2074, 2101, 2106, 2168, 2172, 2176, 2188]","[DIN, SA, ASI, NBN, ABNT, SCC, SAC, CYS, KATS, UNE, SFS, AFNOR, BIS, INSO, NSAI, SII, UNI, JISC, LIBNOR, NEN, PKN, IPQ, BSI, SSC, SIS, SNV, TSE, SE UkrNDNC, GOST R, ANSI]","[1485, 1489, 1516, 1520, 1603, 1696, 1759, 1770, 1784, 1798, 1848, 1911, 1931, 2017, 2058, 2110, 2133, 2209]","[SABS, ARMSTANDARD, SASO, IRAM, ISBIH, DS, NQIS ELOT, ITCHKSAR, MSZT, BSN, CTRM, DSM, IMANOR, PSQCA, ASRO, UNMS SR, UNMZ, ISS]","[52214, 6794475, 55170, 4514241, 297592, 560239, 54706, 6266604, 54960, 45020, 46706, 582777, 48836, 48090, 45252, 53650, 55228, 6483279, 48420, 45072, 48104, 45306, 45374]","[ISO/TC 130, ISO/IEC JTC 1/SC 42, null, ISO/TC 276, ISO/TC 37/SC 4, ISO/TC 34/SC 16, ISO/TC 204, ISO/TC 307, ISO/TC 215, ISO/IEC JTC 1, ISO/TC 22, null, ISO/TC 46/SC 9, ISO/TC 36, ISO/IEC JTC 1/SC 24, ISO/TC 171, null, ISO/IEC JTC 1/SC 41, ISO/TC 42, ISO/IEC JTC 1/SC 6, ISO/TC 37, ISO/IEC JTC 1/SC 27, ISO/IEC JTC 1/SC 34]","[3182, 8928, 9006, 9418, 9428, 9657, 9799, 9839, 9909, 10178, 300045, 321429, 369358, 541750, 560715, 8088116, 8505207]","[EC - European Commission, CIE, ETSI, ISOC, CISAC, ITU, WIPO, AGICOA, FIAPF, SMPTE, ATSC, 3GPP, MMA, AES, Khronos, IETF, IDEA Digital]",ISO/IEC JTC 001/~SC 029
45332,ISO/IEC JTC 1/SC 31,Active,Automatic identification and data capture techniques,2188,ANSI,1996-04-02,"Standardization of data formats, data syntax, data structures, data encoding, and technologies for the process of automatic identification and data capture and of associated devices utilized in inter-industry applications and international business interchanges and for mobile applications.",45020,,"[1485, 1511, 1524, 1529, 1561, 1619, 1635, 1663, 1696, 1738, 1776, 1794, 1815, 1819, 1823, 1835, 2027, 2036, 2064, 2101, 2106, 2110, 2172, 2176, 2188]","[SABS, DIN, SA, ASI, NBN, SCC, SAC, KATS, DS, AFNOR, ILNAS, BIS, NSAI, SII, UNI, JISC, NEN, INACAL, BSI, SIS, SNV, UNMS SR, SE UkrNDNC, GOST R, ANSI]","[1520, 1555, 1603, 1717, 1734, 1747, 1770, 1784, 1798, 1803, 1848, 1854, 1890, 1911, 1998, 2017, 2041, 2045, 2058, 2133, 2139, 2162, 2209, 299538, 576513]","[IRAM, BELST, ISBIH, UNE, SFS, GSA, ITCHKSAR, MSZT, BSN, INSO, CTRM, KEBS, LNCSM, DSM, NZSO, PSQCA, BPS, PKN, ASRO, UNMZ, TISI, MSST, ISS, SIST, ONANOR]","[51156, 6794475, 9983782, 52040, 7145156, 53186, 45020, 7203984, 5259148, 47156, 47670, 6483279, 51188, 45306, 45144]","[ISO/TC 104, ISO/IEC JTC 1/SC 42, ISO/TC 347, ISO/TC 122, ISO/TC 321, ISO/TC 154, ISO/IEC JTC 1, ISO/TC 323, ISO/TC 292, ISO/TC 23/SC 19, ISO/TC 31, ISO/IEC JTC 1/SC 41, ISO/TC 104/SC 4, ISO/IEC JTC 1/SC 27, ISO/IEC JTC 1/SC 17]","[9006, 9018, 9226, 9720, 9781, 10067, 11326, 8548332]","[ETSI, Ecma International, IATA, AIM Global, UPU, GS1, IEEE, RAIN RFID Alliance]",ISO/IEC JTC 001/~SC 031
45342,ISO/IEC JTC 1/SC 32,Active,Data management and interchange,2188,ANSI,1997-10-31,"Standards for data management within and among local and distributed information systems environments. SC 32 provides enabling technologies to promote harmonization of data management facilities across sector-specific areas. Specifically, SC 32 standards include:<UL><LI>reference models and frameworks for the coordination of existing and emerging standards;<LI>definition of data domains, data types, and data structures, and their associated semantics;<LI>languages, services, and protocols for persistent storage, concurrent access, concurrent update, and interchange ofdata;<LI>methods, languages, services, and protocols to structure, organize, and register metadata and other information resources associated with sharing and interoperability, including electronic commerce.</UL>",45020,,"[1511, 1524, 1579, 1619, 1635, 1663, 1696, 1794, 1823, 1835, 1848, 2027, 2064, 2101, 2149, 2172, 2176, 2188]","[DIN, SA, ABNT, SCC, SAC, KATS, DS, BIS, UNI, JISC, CTRM, NEN, BSI, SIS, TTBS, SE UkrNDNC, GOST R, ANSI]","[1520, 1555, 1561, 1603, 1674, 1700, 1717, 1734, 1738, 1747, 1776, 1784, 1788, 1798, 1803, 1815, 1938, 2045, 2054, 2058, 2074, 2106, 2133, 2168, 2209]","[IRAM, BELST, NBN, ISBIH, CODINORM, EOS, UNE, SFS, AFNOR, GSA, ILNAS, MSZT, IST, BSN, INSO, NSAI, ISM, PKN, IPQ, ASRO, SSC, SNV, UNMZ, TSE, ISS]","[54110, 6935430, 6794475, 297592, 53186, 48798, 48124, 6266604, 54960, 45020, 7622897, 46202, 54158, 6483279, 601355, 45306]","[ISO/TC 184, ISO/PC 317, ISO/IEC JTC 1/SC 42, ISO/TC 37/SC 4, ISO/TC 154, ISO/TC 46/SC 4, ISO/TC 37/SC 2, ISO/TC 307, ISO/TC 215, ISO/IEC JTC 1, null, ISO/TC 12, ISO/TC 184/SC 4, ISO/IEC JTC 1/SC 41, ISO/IEC JTC 1/SC 38, ISO/IEC JTC 1/SC 27]","[2973, 3182, 9010]","[Infoterm, EC - European Commission, UNECE]",ISO/IEC JTC 001/~SC 032
45374,ISO/IEC JTC 1/SC 34,Active,Document description and processing languages,1835,JISC,1998-08-28,"Standardization in the field of document structures, languages and related facilities for the description and processing of compound and hypermedia documents, including:<UL><LI>languages for describing document logical structures and their support facilities<LI>languages for describing document-like objects in web environmentsfacilities<LI>document processing architecture and formatting for logical documentsfacilities<LI>languages for describing interactive documentsfacilities<LI>multilingual font information interchange and related servicesfacilities<LI>final-form document architecture and page information interchangefacilities<LI>hypermedia document structuring language and application resourcesfacilities<LI>API's for document processing</UL>",45020,,"[1489, 1635, 1663, 1794, 1823, 1835, 1873, 2064, 2106, 2133, 2172, 2176, 2188]","[ARMSTANDARD, SAC, KATS, BIS, UNI, JISC, LIBNOR, BSI, SNV, UNMZ, SE UkrNDNC, GOST R, ANSI]","[1485, 1511, 1520, 1529, 1561, 1597, 1603, 1629, 1640, 1674, 1680, 1700, 1717, 1734, 1738, 1759, 1770, 1784, 1798, 1803, 1815, 1819, 1848, 1897, 1911, 1927, 1954, 2017, 2027, 2045, 2054, 2058, 2091, 2101, 2110, 2139, 2168, 2209, 308845]","[SABS, DIN, IRAM, ASI, NBN, BDS, ISBIH, INN, CYS, CODINORM, HZN, EOS, UNE, SFS, AFNOR, NQIS ELOT, ITCHKSAR, MSZT, BSN, INSO, NSAI, SII, CTRM, LST, DSM, MCCAA, DGN, PSQCA, NEN, PKN, IPQ, ASRO, SLSI, SIS, UNMS SR, TISI, TSE, ISS, ANM]","[6794475, 45316, 53674, 48798, 45050, 45020, 53650, 48750, 45392]","[ISO/IEC JTC 1/SC 42, ISO/IEC JTC 1/SC 29, ISO/TC 171/SC 2, ISO/TC 46/SC 4, ISO/IEC JTC 1/SC 2, ISO/IEC JTC 1, ISO/TC 171, ISO/TC 46, ISO/IEC JTC 1/SC 36]","[9018, 306174, 577251]","[Ecma International, OASIS, PDF Association e.V.]",ISO/IEC JTC 001/~SC 034
45382,ISO/IEC JTC 1/SC 35,Active,User interfaces,1738,AFNOR,1998-08-28,"Standardization in the field of user-system interfaces in information and communication technology (ICT) environments and support for these interfaces to serve all users, including people having accessibility or other specific needs, with a priority of meeting the JTC 1 requirements for cultural and linguistic adaptability.<P>This includes:<UL><LI>user interface accessibility (requirements, needs, methods, techniques and enablers);<LI>cultural and linguistic adaptability and accessibility (such as evaluation of cultural and linguistic adaptability of ICT products, harmonized human language equivalents, localization parameters, voice messaging menus);<LI>user interface objects, actions and attributes;<LI>methods and technologies for controlling and navigating within systems, devices and applications in visual, auditory, tactile and other sensorial modalities (such as by voice, vision, movement, gestures);<LI>symbols, functionality and interactions of user interfaces (such as graphical, tactile and auditory icons, graphical symbols and other user interface elements);<LI>visual, auditory, tactile and other sensorial input and output devices and methods in ICT environments (for devices such as keyboards, displays, mice);<LI>user interfaces for mobile devices, hand?held devices and remote interactions.</UL>",45020,,"[1485, 1511, 1529, 1619, 1635, 1663, 1696, 1717, 1738, 1794, 1823, 1835, 1848, 2064, 2101, 2106, 2133, 2176, 299538]","[SABS, DIN, ASI, SCC, SAC, KATS, DS, UNE, AFNOR, BIS, UNI, JISC, CTRM, BSI, SIS, SNV, UNMZ, GOST R, SIST]","[1555, 1561, 1597, 1603, 1734, 1747, 1759, 1776, 1784, 1798, 1803, 1815, 1819, 1854, 2027, 2045, 2058, 2172, 2209]","[BELST, NBN, BDS, ISBIH, SFS, GSA, NQIS ELOT, ILNAS, MSZT, BSN, INSO, NSAI, SII, KEBS, NEN, PKN, ASRO, SE UkrNDNC, ISS]","[53782, 6794475, 654486, 45202, 6162751, 9082407, 297592, 313770, 5915511, 48124, 53372, 45050, 45020, 46706, 53352, 9287405, 6483279, 45374, 53348, 45392, 6441249]","[ISO/TC 173, ISO/IEC JTC 1/SC 42, ISO/TC 37/SC 5, ISO/IEC JTC 1/SC 22, null, ISO/IEC JTC 1/SC 43, ISO/TC 37/SC 4, ISO/IEC JTC 1/SC 37, ISO/TC 299, ISO/TC 37/SC 2, ISO/TC 159/SC 4, ISO/IEC JTC 1/SC 2, ISO/IEC JTC 1, ISO/TC 22, ISO/TC 159/SC 1, null, ISO/IEC JTC 1/SC 41, ISO/IEC JTC 1/SC 34, ISO/TC 159, ISO/IEC JTC 1/SC 36, null]","[9006, 9657, 5100110]","[ETSI, ITU, SBS - Small Business Standards]",ISO/IEC JTC 001/~SC 035
45392,ISO/IEC JTC 1/SC 36,Active,"Information technology for learning, education and training",1663,KATS,1999-11-19,"Standardization in the field of information technologies for learning, education, and training to support individuals, groups, or organizations, and to enable interoperability and reusability of resources and tool.<P>Excluded from this scope are:<UL><LI>standards or technical reports that define educational standards (competencies), cultural conventions, learning objectives, or specific learning content.<LI>work done by other ISO or IEC TCs, SCs, or WGs with respect to their component, specialty, or domain. Instead, when appropriate, normative or informative references to other standards shall be included. Examples include documents on special topics such as multimedia, web content, cultural adaptation, and security.</UL>",45020,,"[1485, 1511, 1524, 1619, 1635, 1663, 1717, 1734, 1738, 1794, 1803, 1823, 1835, 1848, 1994, 2027, 2041, 2054, 2064, 2172, 2176, 308829]","[SABS, DIN, SA, SCC, SAC, KATS, UNE, SFS, AFNOR, BIS, INSO, UNI, JISC, CTRM, SN, NEN, BPS, IPQ, BSI, SE UkrNDNC, GOST R, SAZ]","[1499, 1516, 1520, 1529, 1561, 1603, 1644, 1725, 1747, 1759, 1770, 1784, 1798, 1815, 1854, 1998, 2017, 2058, 2101, 2106, 2110, 2133, 2158, 2168, 2209, 288025, 308866]","[IANOR, SASO, IRAM, ASI, NBN, ISBIH, ICONTEC, IES, GSA, NQIS ELOT, ITCHKSAR, MSZT, BSN, NSAI, KEBS, NZSO, PSQCA, ASRO, SIS, SNV, UNMS SR, UNMZ, INNORPI, TSE, ISS, RSB, UNBS]","[537864, 6794475, 54960, 45020, 45252, 48750, 6483279, 48104, 45342, 45374, 628737]","[ISO/TC 232, ISO/IEC JTC 1/SC 42, ISO/TC 215, ISO/IEC JTC 1, ISO/IEC JTC 1/SC 24, ISO/TC 46, ISO/IEC JTC 1/SC 41, ISO/TC 37, ISO/IEC JTC 1/SC 32, ISO/IEC JTC 1/SC 34, ISO/TC 260]","[2973, 280964, 370276, 376082]","[Infoterm, LTSC, 1EdTech Consortium, AUF]",ISO/IEC JTC 001/~SC 036
313770,ISO/IEC JTC 1/SC 37,Active,Biometrics,2188,ANSI,2002-06-06,"Standardization of generic biometric technologies pertaining to human beings to support interoperability and data interchange among applications and systems. Generic human biometric standards include: common file frameworks; biometric application programming interfaces; biometric data interchange formats; related biometric profiles; application of evaluation criteria to biometric technologies; methodologies for performance testing and reporting and cross jurisdictional and societal aspects. Excluded is the work in ISO/IEC JTC 1/SC 17 to apply biometric technologies to cards and personal identif ication.<P>Excluded is the work in ISO/IEC JTC 1/SC 27 for biometric data protections techniques, biometric security testing, evaluations and evaluations methodologies.",45020,,"[1485, 1511, 1524, 1529, 1619, 1635, 1663, 1696, 1717, 1721, 1734, 1738, 1794, 1819, 1823, 1835, 1911, 1994, 1998, 2027, 2045, 2054, 2064, 2074, 2101, 2106, 2172, 2176, 2188, 288025, 299538, 308866]","[SABS, DIN, SA, ASI, SCC, SAC, KATS, DS, UNE, EVS, SFS, AFNOR, BIS, SII, UNI, JISC, DSM, SN, NZSO, NEN, PKN, IPQ, BSI, SSC, SIS, SNV, SE UkrNDNC, GOST R, ANSI, RSB, SIST, UNBS]","[1561, 1603, 1700, 1725, 1747, 1784, 1788, 1798, 1803, 1815, 1848, 1854, 1897, 1954, 2017, 2058, 2110, 2133, 2139, 2168, 2209]","[NBN, ISBIH, EOS, IES, GSA, MSZT, IST, BSN, INSO, NSAI, CTRM, KEBS, LST, DGN, PSQCA, ASRO, UNMS SR, UNMZ, TISI, TSE, ISS]","[6794475, 49670, 4395817, 6266604, 45020, 9287408, 6534796, 45306, 45144]","[ISO/IEC JTC 1/SC 42, ISO/TC 68/SC 2, ISO/TC 272, ISO/TC 307, ISO/IEC JTC 1, null, ISO/TC 68/SC 8, ISO/IEC JTC 1/SC 27, ISO/IEC JTC 1/SC 17]","[3182, 354207, 5100110, 6609326, 9053183]","[EC - European Commission, IBIA - Biometric, SBS - Small Business Standards, FIDO Alliance, UNHCR]",ISO/IEC JTC 001/~SC 037
601355,ISO/IEC JTC 1/SC 38,Active,Cloud computing and distributed platforms,2188,ANSI,2009-11-13,"Standardization in the areas of Cloud Computing and Distributed Platforms including:<UL><LI>Foundational concepts and technologies,<LI>Operational issues, and<LI>Interactions among Cloud Computing systems and with other distributed systems</UL>SC 38 serves as the focus, proponent, and systems integration entity on Cloud Computing, Distributed Platforms, and the application of these technologies. SC 38 provides guidance to JTC 1, IEC, ISO and other entities developing standards in these areas.",45020,,"[1511, 1524, 1561, 1579, 1619, 1635, 1663, 1696, 1717, 1734, 1738, 1776, 1794, 1815, 1819, 1823, 1835, 1994, 2027, 2031, 2045, 2064, 2074, 2101, 2106, 2176, 2188, 308829]","[DIN, SA, NBN, ABNT, SCC, SAC, KATS, DS, UNE, SFS, AFNOR, ILNAS, BIS, NSAI, SII, UNI, JISC, SN, NEN, DGNTI, PKN, BSI, SSC, SIS, SNV, GOST R, ANSI, SAZ]","[1485, 1520, 1529, 1575, 1603, 1770, 1784, 1798, 1803, 1848, 1854, 1954, 2017, 2036, 2041, 2054, 2058, 2110, 2133, 2149, 2168, 2172, 2182, 2209, 2215]","[SABS, IRAM, ASI, INDOCAL, ISBIH, ITCHKSAR, MSZT, BSN, INSO, CTRM, KEBS, DGN, PSQCA, INACAL, BPS, IPQ, ASRO, UNMS SR, UNMZ, TTBS, TSE, SE UkrNDNC, UNIT, ISS, ZABS]","[6794475, 45086, 45020, 45252, 6483279, 45072, 45306, 45342]","[ISO/IEC JTC 1/SC 42, ISO/IEC JTC 1/SC 7, ISO/IEC JTC 1, ISO/IEC JTC 1/SC 24, ISO/IEC JTC 1/SC 41, ISO/IEC JTC 1/SC 6, ISO/IEC JTC 1/SC 27, ISO/IEC JTC 1/SC 32]","[3182, 9018, 9657, 10073, 11326, 306174, 639906, 644886, 644890, 660908, 9500871]","[EC - European Commission, Ecma International, ITU, INLAC, IEEE, OASIS, Cloud security alliance, SNIA, DMTF, OGF, Eclipse Foundation AISBL]",ISO/IEC JTC 001/~SC 038
654019,ISO/IEC JTC 1/SC 39,Active,"Sustainability, IT and data centres",2188,ANSI,2012-01-08,"<p>Standardization of assessment methods, design practices, operation and management aspects to support resource efficiency, resilience and environmental sustainability for and by information technology, data centres and other facilities and infrastructure necessary for service provisioning.</p><p>To avoid any duplication of work and to support innovation, SC 39 will engage in active liaison and collaboration with: </p><li>other JTC1 entities;</li><li>ISO TC 207, ISO TC 242, ISO TC 257;</li><li>IEC TC 100, IEC TC 111, IEC PC 118, SMB SG 4, IEC/TC 57/WG 2 and IEC/TC 9</li><li>ITU-T SG 5; and</li><li>Any other appropriate body including external organizations (e.g. consortia)</li>",45020,,"[1485, 1511, 1516, 1529, 1561, 1619, 1635, 1663, 1696, 1734, 1738, 1794, 1803, 1823, 1835, 1848, 2027, 2036, 2045, 2064, 2074, 2120, 2172, 2176, 2188, 308829]","[SABS, DIN, SASO, ASI, NBN, SCC, SAC, KATS, DS, SFS, AFNOR, BIS, INSO, UNI, JISC, CTRM, NEN, INACAL, PKN, BSI, SSC, TBS, SE UkrNDNC, GOST R, ANSI, SAZ]","[1520, 1524, 1579, 1717, 1776, 1784, 1798, 1815, 1854, 2017, 2058, 2106, 2133]","[IRAM, SA, ABNT, UNE, ILNAS, MSZT, BSN, NSAI, KEBS, PSQCA, ASRO, SNV, UNMZ]","[379385, 6794475, 6483279, 601355]","[null, ISO/IEC JTC 1/SC 42, ISO/IEC JTC 1/SC 41, ISO/IEC JTC 1/SC 38]","[3182, 9006, 9018, 9657, 4969219, 7479239]","[EC - European Commission, ETSI, Ecma International, ITU, TGG, SPEC]",ISO/IEC JTC 001/~SC 039
5013818,ISO/IEC JTC 1/SC 40,Active,IT service management and IT governance,1524,SA,2013-11-20,"<p>Standardization in:</p><p><ul><li>Governance of IT</li><li>Governance of data</li><li>IT service management</li><li>IT enabled services - business process outsourcing<p></ul><p>Serving as the focal point in these areas, SC 40 communicates, co-operates and collaborates with relevant committees (such as cybersecurity and privacy), external bodies and other stakeholders on topics of mutual interest.</p>",45020,,"[1485, 1520, 1524, 1579, 1619, 1635, 1663, 1696, 1717, 1734, 1738, 1776, 1794, 1803, 1815, 1819, 1823, 1835, 1848, 1954, 1998, 2027, 2031, 2036, 2041, 2045, 2054, 2064, 2101, 2110, 2168, 2172, 2176, 2188, 288025, 308829]","[SABS, IRAM, SA, ABNT, SCC, SAC, KATS, DS, UNE, SFS, AFNOR, ILNAS, BIS, INSO, NSAI, SII, UNI, JISC, CTRM, DGN, NZSO, NEN, DGNTI, INACAL, BPS, PKN, IPQ, BSI, SIS, UNMS SR, TSE, SE UkrNDNC, GOST R, ANSI, RSB, SAZ]","[1511, 1529, 1555, 1561, 1597, 1629, 1640, 1667, 1674, 1680, 1690, 1770, 1784, 1798, 1854, 1911, 1938, 1994, 2017, 2058, 2068, 2106, 2133, 2149, 2182, 2209, 308878]","[DIN, ASI, BELST, NBN, BDS, INN, CYS, INTECO, CODINORM, HZN, AZSTAND, ITCHKSAR, MSZT, BSN, KEBS, DSM, ISM, SN, PSQCA, ASRO, ASN, SNV, UNMZ, TTBS, UNIT, ISS, O'ZTTSA]","[53896, 6794475, 53882, 6721315, 6266703, 53888, 45086, 6266604, 45020, 9634841, 601355, 45306, 54808]","[ISO/TC 176/SC 2, ISO/IEC JTC 1/SC 42, ISO/TC 176, ISO/TC 312, ISO/TC 309, ISO/TC 176/SC 1, ISO/IEC JTC 1/SC 7, ISO/TC 307, ISO/IEC JTC 1, ISO/PC 343, ISO/IEC JTC 1/SC 38, ISO/IEC JTC 1/SC 27, ISO/TC 207]","[3182, 306174, 568068, 620076]","[EC - European Commission, OASIS, ISACA, itSMFI]",ISO/IEC JTC 001/~SC 040
